0-100, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 102821, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 178587, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 101352, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 31703, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 248584, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 193285, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 117963, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1887, 50-100, *, >50k
0-100, *, 249249, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 292465, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 252168, Educated, *, NonMarried, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 143851, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 150570, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 109996, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 123253, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 206051, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 295621, Educated, *, Married, Prof-specialty, In-Family, Orient, Male, 0, 0, 0-50, *, >50k
0-100, *, 520078, Educated, *, Married, Sales, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 235847, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 174789, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 138142, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 280111, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 78707, Educated, *, NonMarried, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 213226, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 348592, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 31481, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 177331, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 245777, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 177828, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 205152, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 428271, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 189265, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 222162, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 222221, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
0-100, *, 116539, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 173495, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 319560, Educated, *, Married, Craft-repair, Single, Orient, Female, 0, 0, 50-100, *, >50k
0-100, *, 25610, Educated, *, Married, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 85355, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 323811, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 254221, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 287878, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 152351, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 3908, 0, 50-100, *, <=50k
0-100, *, 80145, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 175697, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
0-100, *, 164190, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 206609, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 262439, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
0-100, *, 348152, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 615893, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 293550, Educated, *, Married, Tech-support, In-Family, Occident, Female, 4064, 0, 50-100, *, <=50k
0-100, *, 131568, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 345360, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 154120, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 311194, Educated, *, NonMarried, Sales, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 176673, Educated, *, NonMarried, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 315143, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 357954, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 184901, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 83446, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 139057, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 318982, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 289716, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 37274, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 374905, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 79303, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 83671, Educated, *, NonMarried, Sales, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 256362, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 159548, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 339482, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 314310, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 112584, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 130057, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 100154, Educated, *, Married, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 554986, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 62155, Educated, *, NonMarried, Sales, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 361497, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 156015, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 104509, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 207937, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 1092, 50-100, *, <=50k
0-100, *, 173248, Educated, *, Married, Other-service, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 136331, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 69727, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 198069, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 356015, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 222654, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 202822, Educated, *, NonMarried, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 204829, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 242150, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 160614, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 181372, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 374905, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 58305, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 42485, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 207172, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 198211, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 132601, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 111363, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 207301, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 111363, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 392812, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 232356, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1672, 50-100, *, <=50k
0-100, *, 214635, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 198452, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 73296, Educated, *, NonMarried, Other-service, Single, Orient, Female, 1831, 0, 50-100, *, <=50k
0-100, *, 209101, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 225507, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 249716, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 96245, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 133503, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 2635, 0, 0-50, *, <=50k
0-100, *, 239018, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 219034, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 345277, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 85043, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 205950, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 125762, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 141229, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 182971, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 1887, 50-100, *, >50k
0-100, *, 276221, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 267859, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 167309, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 117963, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 267859, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 245378, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 637222, Educated, *, Married, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 202051, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 124407, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 361817, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 94235, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 106976, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 340332, Educated, *, Married, Exec-managerial, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 103860, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 256529, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 170336, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 43716, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 162930, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 132601, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 192644, Educated, *, Married, Handlers-cleaners, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 163110, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 277455, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 155343, Educated, *, Married, Sales, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
0-100, *, 108438, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 87310, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 181091, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 183845, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 154981, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
0-100, *, 318921, Educated, *, Married, Transport-moving, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 222205, Educated, *, Married, Craft-repair, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 100228, Educated, *, NonMarried, Machine-op-inspct, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 140206, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 193246, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 133503, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1977, 50-100, *, >50k
0-100, *, 189368, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 348491, Educated, *, Married, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, >50k
0-100, *, 147921, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 433375, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 405913, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 173005, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 1848, 50-100, *, >50k
0-100, *, 205950, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 100734, Educated, *, Married, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 233107, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 117186, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 245659, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 192002, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
0-100, *, 69251, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 159888, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 128016, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 267859, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 178429, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 181091, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 136331, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 196266, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 115488, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 48702, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 185480, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 37232, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 220939, Educated, *, Married, Sales, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
0-100, *, 165235, Educated, *, NonMarried, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 511289, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 183923, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 7688, 0, 0-50, *, >50k
0-100, *, 157568, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 190511, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 168030, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 196342, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 143540, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
